,vulnerabilities,patch_delay,access_complexity,security_awareness,patch_complexity,firewall_strength,TTC
102,8,37.14911941902245,4.442914599747,0.426070977626097,9.055587599661212,4,677.7078458097837
103,24,21.17275056685279,26.551323177928367,0.5480323566642401,2.342267433457637,4,469.315515974836
104,11,-17.896149368623462,15.689291976888537,0.5210731905083879,8.07332748588022,4,-358.22557792582745
105,17,-4.50407460789391,64.52176624278327,0.3502029910907303,6.561384038616682,4,-1414.6144482192933
106,8,-8.87821121167454,-34.51032020844941,0.6774734148234729,4.076625569482829,3,1264.666030486171
107,35,-13.108443401883312,5.594761741555286,0.7585018809163907,8.864874599689166,1,561.3944606197757
108,35,-11.073533258805124,-50.317573171931784,0.014628258877675715,1.116165051828928,4,2597.1485383936456
109,33,-11.874141052027719,-35.87483886413049,0.2072422997688783,3.040215868674313,3,1998.0070063247824
110,5,-13.202785781014878,51.583135093538544,0.7132358680833368,6.102035166245824,1,-1644.7749106897845
111,42,29.55649054085662,-17.526594658858627,0.3866201726338342,4.163880340447282,4,2385.431017661167
112,39,-30.639106665982766,-31.134551842410836,0.6624839469416082,6.4933974578649485,1,1572.431158969478
113,41,-20.884223069114913,-84.19907502331789,0.3469626597345584,1.2169917406780013,4,3679.635709407326
114,28,-46.50220163118536,-31.534185911556705,0.3907551523296371,2.048130374335413,3,1243.727292565469
115,7,43.46448407532547,-7.211210967799156,0.15867887368968492,2.143866161965953,2,1143.9141899851486
116,9,-22.89508875972761,-53.29611839144844,0.25823101966616,2.7035528132440847,2,1590.5647181420675
117,8,20.823256951664213,-9.511335559298747,0.6054117575075872,5.133982967204885,1,802.0577615998179
118,12,15.259565806369205,51.825242426328934,0.4331631113151664,7.769158295892141,3,-971.1057765854434
119,34,40.56515863272313,-27.292213613133306,0.7743026829445951,9.14984954136011,2,2372.024093253068
120,33,-5.300500951252818,-36.73532197479743,0.8525849549383427,8.518352772558215,4,2082.3842631428606
121,48,-27.42619361857737,-43.956058674603725,0.5416464182167599,2.771990845981152,2,2436.8756738045804
122,23,-45.672499276148855,-44.670563700632,0.7582672920560591,4.970354970075691,1,1332.0908501894194
123,24,-82.53906934346301,22.42309787553716,0.30690451319457,2.794704379826815,1,-1184.6972779411547
124,37,5.840596776367081,2.946749475322026,0.4149712154000782,3.380246350004717,3,1229.5048157523913
125,35,24.26417717466743,39.274275171022964,0.712777676216831,5.531922833606975,1,206.75939241529227
126,44,15.150643155935224,81.79351566617021,0.38621199281703067,1.6129812225117028,2,-799.5083285057691
127,40,-44.892929095184236,-72.21564527636592,0.5885049351589888,2.9635689663394587,2,2782.5129207829846
128,22,32.16478435335787,16.203148337670928,0.18537277908251149,9.418403451764055,2,514.4816547264764
129,27,-19.946480849460574,-43.74477337734239,0.599771314970498,5.195046633926401,2,1846.0712985322632
130,35,-26.207104824252625,32.555971921338035,0.8615137072268936,5.00847873380085,3,-199.14709577344146
131,1,-20.61896705909551,-9.876480042937452,0.8686396398234256,1.13110439276151,4,311.97610506022363
132,35,3.352267675182311,2.0929104345669374,0.7243444063295397,3.2265977235251118,4,1250.9765397724182
133,37,-43.54104714551217,-50.327097117192324,0.745753379076126,8.796631923839632,3,1957.985792632336
134,47,-0.11107741157353823,-16.057081004526697,0.5579274451507007,2.481655854328019,1,1929.2755116448639
135,14,13.883447361510083,4.586490044330382,0.5846680901658248,4.73612445581249,4,644.6501094918854
136,3,34.21971688730845,55.24312587226833,0.133650581410518,1.1289781528030112,1,-1014.9229032405905
137,1,6.278699716637324,-30.782421096342173,0.4438591884213011,5.305019335035002,4,1176.6797509166106
138,5,-39.188854945813745,-21.02766286121252,0.4507762838863638,1.1891899605359544,1,264.6353263410812
139,26,5.466706829566708,38.77158568729126,0.9584978356677402,8.3764859775922,3,-276.65949675572085
140,14,-30.807748218383598,-33.37361134797243,0.43108686262328944,8.423683907383932,2,871.8338447886371
141,39,-32.538354691008514,46.69540575896503,0.5493426449027576,8.08967969472133,1,-845.8877633541952
142,27,-39.88110810619937,0.6365370109497622,0.5332513992791025,3.550276620020064,2,255.994430328949
143,9,-56.33761039682072,13.12491846367373,0.6367617170443272,8.535134963996363,1,-1101.6249999355457
144,15,-16.01489503806185,15.700892100374821,0.7482328313318959,5.886983193447424,1,-303.25588004034995
145,15,34.86666229140722,-23.648822136264315,0.22504187617087212,4.364272979803022,1,1636.3256676928124
146,26,68.69452046282626,16.595472778895807,0.5287244190984357,6.627969637338097,1,1224.8875648634141
147,42,-16.207554750202824,-29.89479137257201,0.8259177073160304,1.111069414543366,1,2020.2521144924378
148,13,33.58316580308966,-19.084120163955195,0.46311471383751146,2.2866478984067693,2,1563.8464855261882
149,32,-10.837469547097848,23.347638641331017,0.278457546373573,7.680641843532365,1,-47.50097662699554
150,39,-48.522071583456835,12.73575822567612,0.6547090753562991,3.197454478445377,2,148.67292500138157
151,49,22.028267843382313,-1.9985980335619096,0.823767395799123,6.382082055958747,3,1931.0535978400685
152,32,8.044422603866998,-49.34926597052043,0.06314029292739132,4.465923425407267,4,2672.331512212965
153,4,55.540588238833465,-39.3663315739852,0.7767904834072271,8.693252009193353,1,2013.8698070955384
154,30,-45.04035445948268,12.068361756199383,0.8216479329617712,9.571737753969792,4,-98.400623583125
155,37,84.88098125005831,30.285622539404642,0.4615229275886068,8.952082555331714,2,1374.824590896519
156,23,48.75151969564468,-43.38582018083029,0.9833056568184674,3.43557995224237,3,2892.7969764786894
157,39,0.46229279314438054,-32.593009898086706,0.7867083407073091,2.7474658214147403,3,2329.04562728115
158,45,-7.959133753955539,6.367406967108779,0.7736625648956658,5.269914042586615,3,1138.323663532275
159,15,-20.47429606605852,5.511514505163732,0.7478385744120718,1.0660073575256224,4,254.8049407915985
160,43,4.291979175633785,-63.95828835044165,0.150608103218274,1.2322845357686356,2,3368.5929372450764
161,29,-4.518084662269354,7.462520537599561,0.2172308864530108,5.979615756607001,1,480.1134399773662
162,36,16.413862407418335,-22.93471240920875,0.463990131464425,5.684044637487574,1,1948.7800601659656
163,13,-7.830999830549175,66.64186518915832,0.26400434995946587,9.95123790131734,2,-1878.831704644634
164,32,43.448910744899884,10.967941709426247,0.41524097233404045,2.816576518273823,4,1475.5797264920693
165,7,4.751380934993406,17.858937995036115,0.8884641099229207,3.3229353624442157,1,-206.71992275936725
166,22,-6.704510837771962,18.894372087624433,0.8243268918792692,2.0218657809365803,2,134.83361981669688
167,28,31.728597453381706,-47.557095226102575,0.6300398784799822,9.257887086883702,1,2587.9397982395644
168,2,-47.67570890593257,78.75507572434414,0.8581203942511035,8.000301200126057,3,-2990.64422116504
169,42,11.22965056831401,-63.916449898046935,0.7837723890172492,8.401052003111626,1,3233.449657360487
170,45,1.7671400922830047,32.82812566798969,0.4289849318408905,9.124874091680578,4,399.5942808719636
171,6,-41.325515912173486,25.74655749922597,0.20106515204994513,5.7240998805325445,2,-1243.5355882211375
172,28,-50.25509838705523,-18.0800951965184,0.5142010400093392,5.060738723056513,4,765.7743431148771
173,28,31.310350088247333,27.658012668535566,0.7362288825285501,3.9735232629905486,2,553.5213766736996
174,44,29.88372071052081,-11.702927952949516,0.436419598729593,6.302931529130699,3,2150.730810829487
175,44,6.176752889030774,-26.01845779423113,0.6667719097838972,5.088505571108403,2,2230.4233243043614
176,20,52.49973329364172,19.782366774117094,0.09432742629104363,5.064090279450176,1,710.7145475251199
177,30,14.229045455838063,-39.26243964351608,0.7480047363714034,9.43235077358025,1,2146.3306519114703
178,11,38.49415958233646,-7.970206350302789,0.812713619893062,9.856283628512172,3,1113.0359255841367
179,28,13.60973761553562,-22.7670699491983,0.7068378557805411,8.168359503966226,2,1670.1341763830821
180,25,-7.2742869680597515,-12.439180382917797,0.9672635875263655,7.810822812222355,3,1057.216101149608
181,39,-30.72593754300027,18.309143965207372,0.8266520574606404,7.125023456011913,1,91.18027475974505
182,33,-17.103087647082884,-22.774654893848247,0.9030937278765383,2.4946736710016233,4,1671.9297523920018
183,1,-6.713668137416551,-6.692956522894583,0.933571083457648,1.5319523878808907,3,357.70429839195106
184,27,41.89459306320116,-19.125810076063257,0.8013479918738086,7.216536836019368,4,2114.1775204116498
185,13,24.097586755889903,58.75986662298183,0.6742588420064991,7.559076000309184,4,-930.6062834803001
186,41,10.909572047278482,14.704495928555605,0.005718581360789288,1.4227569198832581,2,1031.1115479584969
187,3,27.100297226922237,9.802785318668775,0.4658257532231247,9.352465752059633,3,146.69305416193825
188,39,16.821511470774475,28.33674018493696,0.571162298622361,1.8202657550020978,4,811.4908359156425
189,6,8.858128333204792,-22.765383070995462,0.3040302724479996,3.5731048039408213,4,1162.9072117532605
190,8,-43.95978204520864,35.37028899999362,0.31810444690347206,7.05150831518834,2,-1538.427843925287
191,27,35.1747271858503,14.84710983330966,0.9611594157101652,2.528853349640287,2,1030.8149795541585
192,9,-12.755355425794281,-61.43563611016262,0.8917108652027459,1.4987429959801999,1,2026.6065203303074
193,37,33.65620832867633,-56.12123332403059,0.8491790055017042,3.980318402477348,4,3499.5527371238936
194,33,36.55630874532669,-21.89188211136263,0.4060118017061106,7.893744173696612,1,2052.958736558761
195,42,-19.1011758066604,-51.840259834606805,0.013698550408914545,4.723108110867344,4,2631.619168915602
196,44,29.491482417878128,-8.531138427983327,0.08022224645571407,6.876756297171454,1,1880.7145782588843
197,24,-9.82962437767695,-39.54951965663456,0.31219636821760366,6.21657187505323,2,1723.6205971955922
198,15,-9.650969829401726,-2.908922122836751,0.015742912995676983,1.1999663382302237,3,538.7763890111765
199,32,8.724197037479733,57.468375037258234,0.017149781915198115,9.89685988341136,2,-798.7007188896127
200,32,9.53417767508621,-0.9750761422474015,0.916603301642411,1.3728527993744897,1,1245.3469814354576
201,24,2.156545460526755,-11.11857819607715,0.7061585021190541,9.710224638836365,1,922.0783180379058
202,41,-39.0286404666787,16.529705911413764,0.30895599006815266,5.9487776052795835,3,176.07035733007334
203,49,-2.6433991845301836,-26.85679171690414,0.13264457760095316,9.668431243585598,4,2202.4278914817774
204,49,69.35436184565219,34.73657237583999,0.5116357178950771,2.032782394724519,1,1520.966643920045
205,12,-82.52012686406067,20.80851812496448,0.005346160854364457,5.413676672669618,1,-1602.207948501845
206,39,27.092213206852385,2.55462248194255,0.938413743858144,2.5255368267945277,1,1575.3811561337898
207,2,32.71374800068926,7.172633265343455,0.4148151193889472,1.4587738932019816,3,514.3353733625224
208,3,-39.75043157858456,82.66983642251408,0.40233495523733276,6.557762035560804,2,-3025.0209674035123
209,49,-13.083167402286382,38.692488410714724,0.3905936075817822,2.870050788655223,1,127.92401940084707
210,37,-29.02151473830034,88.98106524645335,0.06932833038776476,6.289273164587914,3,-1993.5520696451495
211,49,56.618961319356366,22.28120773169809,0.6383222397918266,2.0112803375408705,1,1712.7115834158706
212,17,34.09075800333348,-57.86765770682753,0.7330036196283534,3.987878242894325,4,2954.4505464144795
213,49,35.54276123394197,-9.486948114553634,0.6761253975882903,8.034693022479225,3,2294.6661682288786
214,2,4.619416779843856,-67.00819498192266,0.1384354933293943,4.933463696579689,1,2066.852359228212
215,2,40.3627584924893,22.132121386676733,0.5788401680355926,6.649708734076027,3,35.94159047724347
216,28,0.7529029881376558,30.816167893816072,0.5694844841722538,6.827121466709913,1,-160.36004405862457
217,23,41.77472881631674,-34.436639838371164,0.868410787941382,8.593795395885643,2,2296.7205911512115
218,37,-3.4608927233666122,-25.225455185874125,0.379127658375647,3.9243051496597716,1,1796.4577764355386
219,32,-19.37725750140318,6.950035849408609,0.3714859436594342,7.185660063242658,3,466.82034247431153
220,33,55.328507989958304,-46.924162530568715,0.6185270587181856,9.654542263415491,4,3240.737494363739
221,1,0.37453718004591097,-49.926390769701314,0.633072653499513,7.5721900092208125,4,1606.8487811457553
222,19,-25.963997247273923,50.54528192164483,0.46928522732579037,5.4088342904597,4,-1209.275524064333
223,2,-26.289016924699173,5.588424726558734,0.4430593623304211,6.676457000427363,1,-596.7704032096652
224,44,-26.19736019057122,-21.324374308238237,0.4941476706378827,7.657146079867974,2,1512.6470162955288
225,26,26.333270530881062,-66.68475554228877,0.8610452995033119,6.510481891244852,1,3127.0937013275675
226,32,-1.965886311356471,35.09405427577889,0.46116690125391,1.1500823214085525,4,127.54787256574866
227,6,69.93876927991248,-26.380728488678766,0.9399317919698225,2.7529614791850325,3,2214.2196523574203
228,32,36.58534546972362,75.42737783482156,0.504003763596326,8.294213954939195,4,-712.8502295042524
229,4,8.714143902819137,35.37240390773779,0.9492006931808914,3.453855825812362,3,-638.9148111769932
230,11,43.11692623594849,-31.32567417629076,0.8328319018690757,7.584059076050205,2,1889.5001086422249
231,17,-13.865220094084508,-27.61886788525887,0.3624313226158291,4.3490819371752885,3,1215.9911048544127
232,38,-54.64357412477917,69.87404651777327,0.863641421296616,5.696958953421489,1,-1800.3272197853976
233,24,-28.687491727242204,-2.3703778733801864,0.11006328420111522,1.6117596983746334,1,383.0674517344344
234,5,5.41623488108808,-19.53244913293479,0.9250471753430145,2.6310300494473857,1,889.0181511679523
235,34,-5.676244165134201,2.1088675390628007,0.6316435150828916,9.61477267167311,3,827.1761701002347
236,6,25.732461647723817,-19.716506002151608,0.05439074852231118,9.011242481022226,1,949.8134879514442
237,22,-2.7384134403040843,10.641939084326602,0.6442567236508115,6.870475998091452,1,214.50003448640632
238,11,23.44104177885175,-2.0329448607305225,0.9742476541447561,5.136801376471636,1,748.0533051371979
239,48,46.02914891692869,36.020319220460344,0.06980065461462892,7.0818516360570145,2,966.2054240541343
240,16,-2.8308755183231478,-14.54296412956506,0.5546877097800863,6.567492601845451,3,908.3469705927085
241,33,17.65435866133364,-34.39265466758587,0.7477943497593724,6.116970300441508,3,2352.3766807709753
242,9,-51.64360521725702,-12.959387864943425,0.8102585866995313,1.5325936467718764,4,156.14938082005457
243,6,-2.716819362216774,-13.203355928961843,0.41382746532079584,6.695223495953562,3,555.4895321056567
244,16,-35.95874377238064,-2.101352607759739,0.204166559168243,7.9202804011405155,2,-90.06928574601211
245,29,5.35680331388041,26.38161152228899,0.042342278772383835,9.94673489181018,3,44.27765145903193
246,3,8.079992700319925,24.196358698876818,0.5797261570972247,1.0997069733487872,2,-372.01754709843095
247,20,7.980290737413833,48.98634703434273,0.4529110702676108,7.57156107979609,2,-811.2960166489468
248,36,-13.4036776938888,-31.459587109340973,0.948744395149711,6.146103843423824,3,1912.8817237384048
249,19,69.954065852045,16.548804922044347,0.060604907714909784,4.90646958472861,4,1217.5702214266184
250,26,-37.04064534929205,30.092793880828584,0.6853953434460057,2.148131571142338,1,-618.4230981086639
251,3,-38.87437481484549,-25.968816252474554,0.02496622212005717,4.681766337713886,1,203.9479049257976
252,19,50.64935127209755,-7.30524211929516,0.17143417671054273,4.1893946468752175,3,1627.7986655298396
253,20,-20.1283739176968,-68.99911496875187,0.4535789999228341,3.7254690008086797,3,2484.2216145859475
254,32,-27.340720626092907,37.2743078050294,0.4548724428028682,7.577916609899869,2,-631.9714457345909
255,7,70.08735693169338,-7.619928092794773,0.6857005429336439,7.306529691558374,3,1522.6071607743436
256,41,30.571681504706913,33.26256706723998,0.9102130348677566,6.301180818828204,2,710.9799206123495
257,33,-16.83393644414666,9.241980715180526,0.6390321589149208,9.44798331964035,4,483.92078937558716
258,40,7.5252371708068315,-6.40660915899494,0.9535350978515088,4.14868945762769,3,1656.2105777594793
259,39,59.37613854483052,-62.71211197409943,0.8816156398779976,3.194217439391616,1,3992.3639244521
260,18,21.748620428526024,-55.59810442865761,0.5844997955307902,6.9031298178855955,1,2447.567985341617
261,40,39.58445365319328,-102.7258473736697,0.8337919509188273,2.7893265484366268,3,5055.654183364945
262,1,25.144095362014156,-21.504539313146246,0.642577610323634,3.8350945646508214,2,1122.6973372339762
263,11,28.907600378606233,92.12994812724992,0.07855783092372715,3.0214219606739636,1,-2022.424792796698
264,28,2.192250877312816,-50.51789558071998,0.74056472325951,1.622382109466511,2,2534.4206839418603
265,25,1.3404543692865776,-104.25727533679625,0.09490844126734621,8.447488674721061,3,3836.2929211925493
266,23,9.01151156045361,39.50675678342127,0.5940827805697124,3.2908648862949503,3,-211.59627808125816
267,31,23.033584223509017,95.54871477186805,0.7026402058582288,5.257247530087186,1,-1614.6647094185498
268,30,-7.499459474978401,12.91684261039211,0.06652760821085524,1.3898374592888074,3,545.6194020868311
269,42,4.661618035090143,12.549295788798403,0.23079465392653176,7.294055196273788,4,996.7713856221409
270,35,-8.310368478679562,-11.395282945750052,0.9156722322616498,3.975049020756617,4,1478.9165090417687
271,7,4.470544659835879,-70.77028922040239,0.6163144922328964,7.70263055046289,1,2286.9509913351812
272,16,-36.52988992945541,-57.02847670973905,0.24628601881053158,4.7116275442107955,4,1768.1793585327296
273,26,79.17932400878556,-11.670133175940727,0.6906797711480066,2.7618004576506214,2,2420.9630507203124
274,48,-20.988203563366284,-19.338213601189743,0.5967764199616896,5.618575740538323,1,1655.3263614290695
275,49,-9.843821742782934,-3.606917110797683,0.5015756999179484,2.174541036736958,1,1477.4825721805785
276,2,-23.577931806644074,34.17299295712636,0.9761869749880837,4.964852438856953,2,-1250.8976173917417
277,1,19.471262474936204,-22.273513276680834,0.6834537774075089,3.8557492967843787,4,1181.4703702900997
278,48,-4.880078937269935,34.98867025618445,0.37544110966791266,9.207636257796699,4,314.8612894299911
279,12,-27.914225302916535,-22.0115883961108,0.800073432076868,1.5483584954864795,4,878.8068408795828
280,5,20.706500986730283,42.52958371463028,0.8845832929211878,7.2461567269516785,1,-886.7160347507443
281,37,24.74947443768373,4.454702682936937,0.12522055951683142,2.644760493886923,1,1339.0226497313793
282,32,-1.0062897343180075,-16.433213636860486,0.2005529778452665,3.8714056689901586,4,1576.440002546365
283,9,-18.908778541462308,3.7717624219555863,0.2162270091277797,4.739626567558593,3,-67.41023003800574
